Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG
Stephon Marbury,NYK,2007, PG,17184375,30,187.96,92.98636,74,16.4,2.9,5.4,-4,0.016,0.076,0.215,0.539,0.249,33-49,0.402,82
Renaldo Balkman,NYK,2007, SF,1191240,22,203.2,94.347136,68,4.9,4.3,0.6,1.2,0.104,0.211,0.154,0.531,0.071,33-49,0.402,82
Eddy Curry,NYK,2007,C,8171103,24,210.82,129.27372,81,19.5,7,0.8,-6,0.085,0.156,0.258,0.603,0.045,33-49,0.402,82
Kelvin Cato,NYK,2007, C,744551,32,210.82,124.7378,18,1.2,1.7,0,-3.4,0.121,0.209,0.159,0.403,0,33-49,0.402,82
Jared Jeffries,NYK,2007, PF,5215000,25,210.82,108.86208,55,4.1,4.3,1.2,-5.3,0.107,0.12,0.105,0.473,0.08,33-49,0.402,82
Jamal Crawford,NYK,2007, SG,7200000,27,195.58,86.18248,59,17.6,3.2,4.4,-4.1,0.024,0.076,0.238,0.517,0.203,33-49,0.402,82
Jerome James,NYK,2007, C,5400000,31,215.9,127.00576,41,1.9,1.6,0.1,-13.2,0.08,0.176,0.186,0.437,0.023,33-49,0.402,82
David Harrison,IND,2007, C,960840,24,213.36,127.00576,24,3,1.8,0.3,-12,0.058,0.209,0.217,0.525,0.063,35-47,0.427,82
Danny Granger,IND,2007, SF,1417800,24,205.74,103.418976,82,13.9,4.6,1.4,-3.2,0.047,0.114,0.182,0.573,0.07,35-47,0.427,82
Orien Greene,IND,2007, PG,664209,25,193.04,94.347136,41,1.5,1.1,0.5,-8.2,0.053,0.152,0.179,0.432,0.15,35-47,0.427,82
Mike Dunleavy,IND,2007, SG,7438016,26,205.74,104.32616,82,12.8,5.3,2.8,-2.2,0.036,0.152,0.19,0.542,0.142,35-47,0.427,82
Maceo Baston,IND,2007, SF,744551,31,208.28,104.32616,47,2.9,1.6,0.3,-3.8,0.066,0.171,0.146,0.714,0.067,35-47,0.427,82
Marquis Daniels,IND,2007, SG,5883600,26,198.12,90.7184,45,7.1,1.8,1.3,-4.1,0.036,0.085,0.206,0.506,0.126,35-47,0.427,82
Troy Murphy,IND,2007, PF,8285714,27,210.82,111.13004,68,10.3,6.1,1.9,-6.5,0.059,0.197,0.174,0.541,0.112,35-47,0.427,82
Shawne Williams,IND,2007, SF,1367760,21,205.74,102.0582,46,3.9,1.8,0.5,-11.7,0.072,0.108,0.161,0.533,0.068,35-47,0.427,82
Rawle Marshall,IND,2007, SF,664209,25,200.66,86.18248,40,2.5,0.7,0.3,-5.4,0.024,0.07,0.151,0.455,0.063,35-47,0.427,82
Ike Diogu,IND,2007, PF,2137200,23,203.2,115.66596,59,6.2,3.4,0.4,-2.6,0.111,0.186,0.231,0.559,0.061,35-47,0.427,82
Keith McLeod,IND,2007, PG,1350000,27,187.96,86.18248,48,4.8,0.9,1.9,-2.2,0.006,0.063,0.163,0.52,0.184,35-47,0.427,82
Jamaal Tinsley,IND,2007, PG,5850000,29,190.5,83.91452,72,12.8,3.3,6.9,-2.8,0.029,0.094,0.236,0.465,0.379,35-47,0.427,82
Jermaine O'Neal,IND,2007, C,18084000,28,210.82,117.93392,69,19.4,9.6,2.4,-0.5,0.07,0.236,0.284,0.5,0.128,35-47,0.427,82
Jeff Foster,IND,2007, PF,5500000,30,210.82,113.398,75,4.3,8.1,0.8,-1.3,0.161,0.248,0.099,0.513,0.049,35-47,0.427,82
Darko Milicic,ORL,2007, C,5218622,22,213.36,124.7378,80,8,5.5,1.1,0.5,0.097,0.185,0.189,0.492,0.081,40-42,0.488,82
Bo Outlaw,ORL,2007, PF,744551,36,203.2,99.79024,41,2,2.6,0.4,0.2,0.132,0.167,0.083,0.667,0.055,40-42,0.488,82
Carlos Arroyo,ORL,2007, PG,4100000,27,187.96,91.625584,72,7.7,1.9,2.8,1.4,0.03,0.096,0.23,0.501,0.286,40-42,0.488,82
Pat Garrity,ORL,2007, PF,3525000,30,205.74,107.954896,33,2.2,1.3,0.4,-3,0.054,0.13,0.156,0.456,0.082,40-42,0.488,82
Trevor Ariza,ORL,2007, SF,3100000,21,203.2,95.25432,57,8.9,4.4,1.1,1.5,0.096,0.143,0.19,0.567,0.092,40-42,0.488,82
Travis Diener,ORL,2007, PG,664209,25,185.42,79.3786,26,3.8,0.7,1.3,0.6,0.013,0.061,0.16,0.566,0.21,40-42,0.488,82
Tony Battie,ORL,2007, C,5746000,31,210.82,108.86208,66,6.1,5.2,0.5,-0.7,0.073,0.186,0.136,0.513,0.036,40-42,0.488,82
Dwight Howard,ORL,2007, C,4806720,21,210.82,120.20188,82,17.6,12.3,1.9,0.7,0.12,0.288,0.226,0.619,0.092,40-42,0.488,82
Hedo Turkoglu,ORL,2007, SF,5883600,28,208.28,99.79024,73,13.3,4,3.2,2.7,0.032,0.125,0.216,0.528,0.171,40-42,0.488,82
Grant Hill,ORL,2007, SF,16901500,34,203.2,102.0582,65,14.4,3.6,2.1,-1.4,0.033,0.11,0.218,0.582,0.125,40-42,0.488,82
JJ Redick,ORL,2007, SG,1860720,23,193.04,86.18248,42,6,1.2,0.9,-2,0.02,0.081,0.18,0.569,0.1,40-42,0.488,82
Keith Bogans,ORL,2007, SG,2510000,27,195.58,97.52228,59,5.1,1.6,1,2.6,0.021,0.095,0.151,0.546,0.094,40-42,0.488,82
Keyon Dooling,ORL,2007, PG,3348000,27,190.5,88.45044,66,7.9,1.3,1.7,0.1,0.019,0.056,0.19,0.501,0.135,40-42,0.488,82
James Augustine,ORL,2007, PF,412718,23,208.28,106.59412,2,1,1.5,1,-18.6,0.25,0.286,0.202,0.333,0.333,40-42,0.488,82
Jameer Nelson,ORL,2007, G,1272120,25,182.88,86.18248,77,13,3.1,4.3,-1,0.027,0.095,0.227,0.514,0.242,40-42,0.488,82
Brent Barry,SAS,2007, SG,5117880,35,200.66,95.25432,75,8.5,2.1,1.8,6.6,0.013,0.103,0.156,0.666,0.132,58-24,0.707,82
Beno Udrih,SAS,2007, PG,967920,24,190.5,90.7184,73,4.7,1.1,1.7,2.1,0.014,0.088,0.213,0.459,0.22,58-24,0.707,82
Bruce Bowen,SAS,2007, SF,3750000,36,200.66,90.7184,82,6.2,2.7,1.4,12.8,0.012,0.093,0.109,0.511,0.068,58-24,0.707,82
Manu Ginobili,SAS,2007, G,8254374,29,198.12,92.98636,75,16.5,4.4,3.5,13.6,0.036,0.153,0.265,0.609,0.223,58-24,0.707,82
Michael Finley,SAS,2007, SG,2889000,34,200.66,102.0582,82,9,2.7,1.3,4.9,0.023,0.12,0.196,0.524,0.1,58-24,0.707,82
Melvin Ely,SAS,2007, C,3303813,29,208.28,118.387512,30,3,1.8,0.6,-14.7,0.05,0.142,0.186,0.442,0.115,58-24,0.707,82
Matt Bonner,SAS,2007, C,2000000,27,208.28,108.86208,56,4.9,2.8,0.4,2,0.115,0.172,0.201,0.542,0.061,58-24,0.707,82
Tim Duncan,SAS,2007, C,17429673,31,210.82,117.93392,80,20,10.6,3.4,13.7,0.1,0.268,0.279,0.579,0.182,58-24,0.707,82
Tony Parker,SAS,2007, G,9450000,25,187.96,81.64656,77,18.6,3.2,5.5,10.1,0.017,0.101,0.273,0.572,0.307,58-24,0.707,82
Robert Horry,SAS,2007, PF,3315000,36,208.28,108.86208,68,3.9,3.4,1.1,8.5,0.078,0.157,0.137,0.48,0.106,58-24,0.707,82
Fabricio Oberto,SAS,2007, C,2500000,32,208.28,111.13004,79,4.4,4.7,0.9,8,0.122,0.208,0.129,0.575,0.075,58-24,0.707,82
Francisco Elson,SAS,2007, C,3000000,31,213.36,106.59412,70,5,4.8,0.8,7,0.079,0.223,0.146,0.552,0.063,58-24,0.707,82
Jackie Butler,SAS,2007, C,2200000,22,208.28,117.93392,11,3.7,2,0.5,-15.9,0.071,0.186,0.234,0.52,0.088,58-24,0.707,82
James White,SAS,2007, SG,405435,24,200.66,90.7184,6,8.3,3.3,0.8,-5.8,0.025,0.148,0.183,0.525,0.065,58-24,0.707,82
Jacque Vaughn,SAS,2007, PG,744551,32,185.42,86.18248,64,3,1.1,2,13.4,0.013,0.087,0.151,0.491,0.27,58-24,0.707,82
Boris Diaw,PHX,2007, C,1870501,25,203.2,104.32616,73,9.7,4.3,4.8,5.2,0.05,0.113,0.156,0.57,0.219,61-21,0.744,82
Pat Burke,PHX,2007, C,810000,33,210.82,113.398,23,2.6,2,0.2,-9.4,0.079,0.227,0.214,0.424,0.051,61-21,0.744,82
Raja Bell,PHX,2007, SG,4500000,30,195.58,95.25432,78,14.7,3.2,2.5,9.1,0.02,0.076,0.169,0.562,0.094,61-21,0.744,82
Marcus Banks,PHX,2007, PG,3600000,25,187.96,90.7184,45,4.9,0.8,1.3,-12.7,0.022,0.067,0.237,0.497,0.223,61-21,0.744,82
Steve Nash,PHX,2007, PG,10500000,33,190.5,88.45044,76,18.6,3.5,11.6,11.5,0.014,0.096,0.228,0.654,0.468,61-21,0.744,82
Shawn Marion,PHX,2007, SG,15070000,29,200.66,103.418976,80,17.5,9.8,1.7,9.9,0.071,0.223,0.192,0.594,0.065,61-21,0.744,82
Sean Marks,PHX,2007, PF,744551,31,208.28,113.398,3,2,1,0,-27.9,0,0.273,0.17,0.436,0,61-21,0.744,82
Eric Piatkowski,PHX,2007, SG,1178348,36,200.66,97.52228,11,2.5,0.8,0.4,-7.8,0.03,0.101,0.208,0.522,0.085,61-21,0.744,82
Amar'e Stoudemire,PHX,2007, C,12455000,24,208.28,111.13004,82,20.4,9.6,1,7.8,0.103,0.228,0.256,0.637,0.049,61-21,0.744,82
Jumaine Jones,PHX,2007, SF,744551,28,203.2,104.32616,18,2.2,1.3,0.1,-5.8,0.045,0.153,0.195,0.386,0.011,61-21,0.744,82
Leandro Barbosa,PHX,2007, SG,1679733,24,190.5,85.275296,80,18.1,2.7,4,9.7,0.01,0.084,0.234,0.595,0.188,61-21,0.744,82
Kurt Thomas,PHX,2007, PF,7821482,34,205.74,106.59412,67,4.6,5.7,0.4,11.5,0.088,0.276,0.123,0.531,0.026,61-21,0.744,82
James Jones,PHX,2007, SG,2650000,26,203.2,99.79024,76,6.4,2.3,0.6,7.5,0.028,0.117,0.167,0.51,0.048,61-21,0.744,82
Jalen Rose,PHX,2007, SG,1540000,34,203.2,97.52228,29,3.7,0.8,0.6,-7.2,0.014,0.096,0.187,0.592,0.119,61-21,0.744,82
Brevin Knight,CHA,2007, PG,4400000,31,177.8,77.11064,45,9.1,2.6,6.6,-3.3,0.013,0.097,0.183,0.487,0.378,33-49,0.402,82
Othella Harrington,CHA,2007, PF,2200000,33,205.74,106.59412,26,2.6,1.5,0.2,-6.4,0.072,0.133,0.173,0.51,0.054,33-49,0.402,82
Primoz Brezec,CHA,2007, C,2750000,27,215.9,114.305184,58,5,3.2,0.4,-7.2,0.108,0.161,0.184,0.474,0.044,33-49,0.402,82
Matt Carroll,CHA,2007, SG,1188000,26,198.12,96.161504,72,12.1,2.9,1.3,-2.9,0.021,0.112,0.2,0.58,0.083,33-49,0.402,82
Raymond Felton,CHA,2007, G,3060840,23,185.42,89.811216,78,14,3.4,7,-2.6,0.021,0.092,0.218,0.481,0.314,33-49,0.402,82
Sean May,CHA,2007, C,1740720,23,205.74,120.655472,35,11.9,6.7,1.9,-0.1,0.106,0.219,0.233,0.551,0.139,33-49,0.402,82
Ryan Hollins,CHA,2007, C,412718,22,213.36,104.32616,27,2.4,1.1,0,-24.4,0.066,0.147,0.172,0.597,0.01,33-49,0.402,82
Eric Williams,CHA,2007, PF,4296000,34,203.2,99.79024,21,2.6,0.8,0.3,2.1,0.032,0.128,0.238,0.508,0.103,33-49,0.402,82
Emeka Okafor,CHA,2007, C,4300560,24,208.28,114.305184,67,14.4,11.3,1.2,-2.2,0.126,0.249,0.192,0.554,0.06,33-49,0.402,82
Gerald Wallace,CHA,2007, SF,5525000,24,200.66,97.52228,72,18.1,7.2,2.6,-4.6,0.061,0.176,0.225,0.568,0.123,33-49,0.402,82
Adam Morrison,CHA,2007, SF,3616680,22,203.2,92.98636,78,11.8,2.9,2.1,-7,0.026,0.092,0.22,0.45,0.121,33-49,0.402,82
Alan Anderson,CHA,2007, SG,128935,24,198.12,99.79024,17,5.8,1.9,1.2,-3.3,0.052,0.107,0.202,0.538,0.144,33-49,0.402,82
Derek Anderson,CHA,2007, SG,617539,32,195.58,88.45044,50,8,2.3,2.7,0.4,0.029,0.087,0.153,0.586,0.174,33-49,0.402,82
Jake Voskuhl,CHA,2007, C,2000000,29,210.82,115.66596,73,4.4,3.5,0.6,-6.1,0.095,0.216,0.157,0.523,0.067,33-49,0.402,82
Jeff McInnis,CHA,2007, PG,3600000,32,193.04,86.18248,38,4.3,1.6,3.3,-7.5,0.024,0.087,0.156,0.423,0.276,33-49,0.402,82
Jason Richardson,CHA,2008, SG,11111110,27,198.12,102.0582,82,21.8,5.4,3.1,-4.1,0.029,0.131,0.258,0.554,0.149,32-50,0.39,82
Raymond Felton,CHA,2008, G,3274440,24,185.42,89.811216,79,14.4,3,7.4,-3.8,0.014,0.077,0.207,0.5,0.318,32-50,0.39,82
Jeff McInnis,CHA,2008, PG,770610,33,193.04,86.18248,54,4.5,1.8,4.1,-7.5,0.014,0.069,0.113,0.461,0.239,32-50,0.39,82
Jermareo Davidson,CHA,2008, PF,427163,23,208.28,104.32616,38,3.2,1.6,0.3,-11.3,0.071,0.144,0.22,0.437,0.077,32-50,0.39,82
Ryan Hollins,CHA,2008, C,687456,23,213.36,104.32616,60,2.5,1.8,0.2,-2.2,0.118,0.121,0.13,0.565,0.04,32-50,0.39,82
Matt Carroll,CHA,2008, SG,5450000,27,198.12,96.161504,80,9,2.8,0.9,-2.7,0.019,0.111,0.159,0.554,0.058,32-50,0.39,82
Othella Harrington,CHA,2008, PF,2376000,34,205.74,106.59412,22,2.1,1.9,0.2,6,0.08,0.211,0.165,0.469,0.037,32-50,0.39,82
Nazr Mohammed,CHA,2008, C,5632200,30,208.28,113.398,82,7.8,6,0.9,-6.5,0.13,0.205,0.194,0.533,0.074,32-50,0.39,82
Jared Dudley,CHA,2008, SF,1137000,22,200.66,102.0582,73,5.8,3.9,1.1,-2,0.099,0.136,0.147,0.528,0.094,32-50,0.39,82
Derek Anderson,CHA,2008, SG,770610,33,195.58,88.45044,28,5,1.9,1.6,-13,0.024,0.126,0.193,0.497,0.215,32-50,0.39,82
Earl Boykins,CHA,2008, PG,349041,32,165.1,60.327736,36,5.1,0.9,2.7,-6.6,0.017,0.052,0.19,0.467,0.27,32-50,0.39,82
Gerald Wallace,CHA,2008, SF,9500000,25,200.66,99.79024,62,19.4,6,3.5,-3.3,0.028,0.153,0.247,0.547,0.159,32-50,0.39,82
Emeka Okafor,CHA,2008, C,5427307,25,208.28,115.66596,82,13.8,10.7,0.9,-4.6,0.108,0.262,0.201,0.553,0.044,32-50,0.39,82
Jason Smith,PHI,2008, F,1233840,22,213.36,108.86208,76,4.5,3,0.3,-0.5,0.081,0.164,0.159,0.491,0.028,40-42,0.488,82
Reggie Evans,PHI,2008, C,4320000,28,203.2,111.13004,81,5.2,7.5,0.8,-2.3,0.139,0.257,0.136,0.463,0.051,40-42,0.488,82
Shavlik Randolph,PHI,2008, PF,1130000,24,208.28,108.86208,9,0.9,1.2,0.3,25.3,0.36,0.087,0.238,0.286,0.13,40-42,0.488,82
Thaddeus Young,PHI,2008, PF,1830720,20,203.2,99.79024,74,8.2,4.2,0.8,6,0.092,0.141,0.174,0.57,0.056,40-42,0.488,82
Rodney Carney,PHI,2008, SG,1547760,24,200.66,92.532768,70,5.8,2.1,0.5,0.7,0.053,0.119,0.196,0.478,0.05,40-42,0.488,82
Samuel Dalembert,PHI,2008, C,10251435,28,210.82,113.398,82,10.5,10.4,0.5,-0.7,0.134,0.241,0.155,0.556,0.026,40-42,0.488,82
Kevin Ollie,PHI,2008, PG,3441900,35,187.96,88.45044,40,1.8,0.5,1,8.5,0.015,0.062,0.118,0.463,0.177,40-42,0.488,82
Lou Williams,PHI,2008, SG,770610,21,187.96,79.3786,80,11.5,2.1,3.2,-1.1,0.025,0.081,0.242,0.523,0.236,40-42,0.488,82
Lou Amundson,PHI,2008, PF,687456,25,205.74,102.0582,16,1.1,0.8,0,-5,0.123,0.081,0.143,0.472,0,40-42,0.488,82
Andre Iguodala,PHI,2008, SG,2804889,24,198.12,93.893544,82,19.9,5.4,4.8,-0.5,0.031,0.134,0.24,0.543,0.207,40-42,0.488,82
Andre Miller,PHI,2008, PG,9600000,32,187.96,90.7184,82,17,4,6.9,-1.8,0.037,0.091,0.227,0.537,0.318,40-42,0.488,82
Calvin Booth,PHI,2008, C,1103225,32,210.82,113.398,31,0.8,1.2,0.3,-3,0.034,0.18,0.077,0.382,0.06,40-42,0.488,82
Willie Green,PHI,2008, SG,3094000,26,190.5,91.171992,74,12.4,2.5,2,-1.2,0.019,0.091,0.238,0.492,0.124,40-42,0.488,82
Chris Wilcox,SEA,2008, PF,6500000,25,208.28,106.59412,62,13.4,7,1.2,-5.9,0.08,0.185,0.211,0.554,0.07,20-62,0.244,82
Jeff Green,SEA,2008, PF,3058200,21,205.74,106.59412,80,10.5,4.7,1.5,-11,0.05,0.136,0.195,0.491,0.082,20-62,0.244,82
Johan Petro,SEA,2008, C,1077120,22,213.36,112.037224,72,6,5.1,0.4,-11.3,0.08,0.228,0.179,0.453,0.039,20-62,0.244,82
Robert Swift,SEA,2008, C,2601113,22,215.9,111.13004,8,1.8,2.3,0.1,-16.9,0.074,0.154,0.123,0.391,0.014,20-62,0.244,82
Ronald Dupree,SEA,2008, SF,63462,27,200.66,94.800728,5,0.8,1.6,0.2,13.6,0.067,0.304,0.097,0.515,0.1,20-62,0.244,82
Mickael Gelabale,SEA,2008, SF,802000,25,200.66,97.52228,39,4.3,1.5,0.8,-5.7,0.037,0.095,0.178,0.509,0.113,20-62,0.244,82
Nick Collison,SEA,2008, F,5750000,27,208.28,115.66596,78,9.8,9.4,1.4,-8.6,0.126,0.236,0.161,0.537,0.077,20-62,0.244,82
Mouhamed Sene,SEA,2008, C,2105520,22,210.82,104.32616,13,2.3,1.2,0.1,-10.7,0.115,0.161,0.218,0.476,0.028,20-62,0.244,82
Kevin Durant,SEA,2008, SF,4171200,19,205.74,97.52228,80,20.3,4.4,2.4,-11.7,0.027,0.111,0.278,0.519,0.12,20-62,0.244,82
Luke Ridnour,SEA,2008, PG,6500000,27,187.96,79.3786,61,6.4,1.5,4,-6.3,0.012,0.072,0.174,0.482,0.296,20-62,0.244,82
Adrian Griffin,SEA,2008, SG,1593000,33,195.58,104.32616,35,1.9,1.7,0.8,0.4,0.099,0.12,0.146,0.406,0.134,20-62,0.244,82
Damien Wilkins,SEA,2008, SG,2900000,28,198.12,102.0582,76,9.2,3.2,2,-12.1,0.043,0.106,0.194,0.474,0.129,20-62,0.244,82
Donyell Marshall,SEA,2008, PF,5566965,35,205.74,111.13004,26,3.8,2.9,0.4,-14.6,0.077,0.187,0.163,0.455,0.044,20-62,0.244,82
Francisco Elson,SEA,2008, C,3000000,32,213.36,106.59412,63,3.3,3.2,0.4,-5.3,0.071,0.211,0.172,0.416,0.051,20-62,0.244,82
Eddie Gill,SEA,2008, PG,693549,29,182.88,83.007336,14,2.7,1.6,1.6,-10.4,0.007,0.16,0.14,0.543,0.297,20-62,0.244,82
Earl Watson,SEA,2008, PG,5800000,29,185.42,83.91452,78,10.7,2.9,6.8,-10.1,0.021,0.087,0.188,0.517,0.359,20-62,0.244,82
Jeff Foster,IND,2008, PF,5500000,31,210.82,113.398,77,6.4,8.7,1.7,-0.7,0.145,0.242,0.115,0.568,0.103,36-46,0.439,82
Jermaine O'Neal,IND,2008, C,19728000,29,210.82,117.93392,42,13.6,6.7,2.2,-1.3,0.071,0.188,0.248,0.489,0.13,36-46,0.439,82
Shawne Williams,IND,2008, SF,1470360,22,205.74,102.0582,65,6.7,2.7,0.9,-1.1,0.059,0.14,0.212,0.522,0.099,36-46,0.439,82
Stephen Graham,IND,2008, SF,770610,26,198.12,97.52228,22,4,1,0.4,1.5,0.03,0.155,0.241,0.669,0.127,36-46,0.439,82
Kareem Rush,IND,2008, SG,770610,27,198.12,97.52228,71,8.3,2.4,1.3,-2.5,0.013,0.113,0.188,0.5,0.097,36-46,0.439,82
Mike Dunleavy,IND,2008, SG,8219008,27,205.74,104.32616,82,19.1,5.2,3.5,1,0.022,0.135,0.218,0.605,0.158,36-46,0.439,82
Marquis Daniels,IND,2008, SG,6373900,27,198.12,90.7184,74,8.2,2.9,1.9,0.7,0.046,0.103,0.205,0.487,0.144,36-46,0.439,82
Andre Owens,IND,2008, SG,687456,27,193.04,90.7184,31,4,1.5,1.5,-0.4,0.038,0.093,0.163,0.504,0.18,36-46,0.439,82
Danny Granger,IND,2008, SF,1516800,25,203.2,103.418976,80,19.6,6.1,2.1,-2.1,0.035,0.15,0.233,0.571,0.097,36-46,0.439,82
Courtney Sims,IND,2008, C,319116,24,210.82,111.13004,3,0,0.7,0.3,-6.2,0.083,0.091,0.034,0,0.143,36-46,0.439,82
Jamaal Tinsley,IND,2008, PG,6300000,30,190.5,83.91452,39,11.9,3.6,8.4,0.4,0.02,0.1,0.21,0.458,0.368,36-46,0.439,82
Ike Diogu,IND,2008, PF,2286360,24,203.2,115.66596,30,5.6,2.8,0.3,-10.3,0.126,0.162,0.235,0.543,0.057,36-46,0.439,82
Troy Murphy,IND,2008, PF,9206349,28,210.82,111.13004,75,12.2,7.2,2.2,-1.1,0.056,0.232,0.186,0.573,0.122,36-46,0.439,82
Travis Diener,IND,2008, PG,1500000,26,185.42,79.3786,66,6.9,1.7,3.8,-1.8,0.02,0.075,0.165,0.494,0.282,36-46,0.439,82
David Harrison,IND,2008, C,1734316,25,213.36,127.00576,55,4.2,2.1,0.3,1.4,0.066,0.113,0.165,0.539,0.03,36-46,0.439,82
Javaris Crittenton,MEM,2008, PG,1285200,20,195.58,90.7184,50,5.6,2.2,1,-2.5,0.043,0.131,0.216,0.499,0.121,22-60,0.268,82
Juan Carlos Navarro,MEM,2008, PG,538090,28,190.5,77.11064,82,10.9,2.6,2.2,-7.9,0.018,0.097,0.201,0.54,0.132,22-60,0.268,82
Tarence Kinsey,MEM,2008, SG,687456,24,198.12,81.192968,11,3.6,1.1,0.2,2.3,0.035,0.093,0.197,0.492,0.038,22-60,0.268,82
Rudy Gay,MEM,2008, SF,2411160,21,203.2,100.697424,81,20.1,6.2,2,-8.3,0.052,0.139,0.25,0.546,0.093,22-60,0.268,82
Mike Miller,MEM,2008, SG,8376194,28,203.2,98.883056,70,16.4,6.7,3.4,-5.5,0.024,0.187,0.199,0.625,0.155,22-60,0.268,82
Mike Conley,MEM,2008, PG,3377160,20,185.42,81.64656,53,9.4,2.6,4.2,-10.4,0.017,0.099,0.189,0.502,0.247,22-60,0.268,82
Kyle Lowry,MEM,2008, PG,1087680,22,182.88,79.3786,82,9.6,3,3.6,-5.2,0.022,0.113,0.184,0.531,0.224,22-60,0.268,82
Kwame Brown,MEM,2008, C,9379279,26,210.82,122.46984,38,4.8,4.9,1.2,-4.9,0.081,0.203,0.148,0.497,0.099,22-60,0.268,82
Andre Brown,MEM,2008, PF,770610,27,205.74,111.13004,33,3,2.8,0.2,-12.2,0.128,0.218,0.172,0.502,0.045,22-60,0.268,82
Casey Jacobsen,MEM,2008, SG,770610,27,198.12,97.52228,53,2,1.2,0.4,0.4,0.023,0.108,0.111,0.437,0.052,22-60,0.268,82
Brian Cardinal,MEM,2008, PF,5850000,31,203.2,111.13004,37,3.4,2.6,0.6,0,0.06,0.173,0.155,0.461,0.074,22-60,0.268,82
Darko Milicic,MEM,2008, C,6500000,23,213.36,124.7378,70,7.2,6.1,0.8,-8.7,0.085,0.197,0.175,0.456,0.055,22-60,0.268,82
Jason Collins,MEM,2008, C,6100000,29,213.36,115.66596,74,1.9,2.4,0.3,-6.2,0.064,0.12,0.077,0.481,0.033,22-60,0.268,82
Hakim Warrick,MEM,2008, PF,1376040,25,205.74,97.52228,75,11.4,4.7,0.7,-13.5,0.075,0.155,0.214,0.555,0.055,22-60,0.268,82
Jason Williams,MIA,2008, PG,8937500,32,185.42,81.64656,67,8.8,1.9,4.6,-11.1,0.007,0.078,0.166,0.502,0.255,15-67,0.183,82
Joel Anthony,MIA,2008, PF,427163,25,205.74,111.13004,24,3.5,3.9,0.1,-13.9,0.091,0.135,0.099,0.521,0.011,15-67,0.183,82
Ricky Davis,MIA,2008, SG,6819000,28,200.66,92.98636,82,13.8,4.3,3.4,-10.4,0.022,0.122,0.2,0.534,0.167,15-67,0.183,82
Shawn Marion,MIA,2008, SG,16440000,30,200.66,104.32616,63,15.4,10.2,2.2,5.4,0.069,0.239,0.182,0.57,0.087,15-67,0.183,82
Stephane Lasme,MIA,2008, PF,67844,25,203.2,97.52228,16,5.2,3.3,0.2,-6.4,0.1,0.099,0.166,0.488,0.02,15-67,0.183,82
Kasib Powell,MIA,2008, SF,36395,27,200.66,97.52228,11,7.6,4,1.6,-12.5,0.031,0.139,0.172,0.424,0.129,15-67,0.183,82
Mark Blount,MIA,2008, C,7901040,32,213.36,113.398,69,8.4,3.8,0.6,-11.5,0.052,0.149,0.201,0.505,0.048,15-67,0.183,82
Marcus Banks,MIA,2008, PG,3966207,26,187.96,96.161504,36,6.6,1.3,1.7,-6.4,0.008,0.078,0.201,0.579,0.179,15-67,0.183,82
Alonzo Mourning,MIA,2008, C,2762500,38,208.28,118.387512,25,6,3.7,0.3,-0.4,0.103,0.164,0.182,0.58,0.032,15-67,0.183,82
Anfernee Hardaway,MIA,2008, SF,770610,36,200.66,97.52228,16,3.8,2.2,2.2,-4.8,0.011,0.112,0.112,0.469,0.173,15-67,0.183,82
Daequan Cook,MIA,2008, SG,1184400,21,195.58,92.98636,59,8.8,3,1.3,-11.7,0.016,0.134,0.197,0.48,0.095,15-67,0.183,82
Chris Quinn,MIA,2008, PG,687456,24,187.96,79.3786,60,7.8,2,3,-7.1,0.01,0.098,0.172,0.559,0.234,15-67,0.183,82
Blake Ahearn,MIA,2008, G,67844,24,187.96,86.18248,12,5.8,1.6,1.6,-23.6,0.007,0.113,0.254,0.495,0.288,15-67,0.183,82
Udonis Haslem,MIA,2008, PF,6050000,28,203.2,106.59412,49,12,9,1.4,-8.3,0.07,0.226,0.163,0.517,0.062,15-67,0.183,82
Dorell Wright,MIA,2008, SF,2040746,22,205.74,95.25432,44,7.9,5,1.4,-5.5,0.051,0.187,0.149,0.537,0.087,15-67,0.183,82
Dwyane Wade,MIA,2008, G,13041250,26,193.04,97.975872,51,24.6,4.2,6.9,-6.2,0.028,0.107,0.322,0.549,0.336,15-67,0.183,82
Earl Barron,MIA,2008, C,973328,26,213.36,111.13004,46,7.1,4.3,0.6,-12.1,0.087,0.191,0.223,0.446,0.063,15-67,0.183,82
Jason Terry,DAL,2008, G,8898000,30,187.96,81.64656,82,15.5,2.5,3.2,6,0.014,0.077,0.216,0.574,0.175,51-31,0.622,82
Josh Howard,DAL,2008, SF,9500000,28,195.58,95.25432,76,19.9,7,2.2,8.1,0.052,0.166,0.257,0.534,0.103,51-31,0.622,82
Jerry Stackhouse,DAL,2008, SF,6750000,33,198.12,98.883056,58,10.7,2.3,2.5,2.5,0.027,0.077,0.219,0.523,0.171,51-31,0.622,82
Juwan Howard,DAL,2008, PF,761544,35,205.74,114.758776,50,1.1,1.6,0.3,-6.5,0.072,0.195,0.118,0.406,0.074,51-31,0.622,82
Malik Allen,DAL,2008, PF,770610,30,208.28,115.66596,73,4.6,2.7,0.6,-1.4,0.073,0.141,0.166,0.5,0.069,51-31,0.622,82
